token,official_count,short_count,pooled_count,official_normalized_rate,short_normalized_rate,log_odds_delta,variance,z_score,direction,short_rank,official_rank
chickahominy,30,0,30,1.5916951712743588e-05,0,-0.33212778313798452,0.050000561102189471,-1.4853122665294169,official,3863,1738
chief,151,15,166,8.0115323620809392e-05,2.6325257329390394e-05,-0.19939464362651016,0.0086799971432937988,-2.140196731555394,official,4543,1073
child,2339,1495,3834,0.0012409916685369084,0.0026237506471625759,0.2143419646914797,0.00035021026339110282,11.453620056325324,short,61,5555
child's,67,5,72,3.5547858825127351e-05,8.7750857764634652e-06,-0.22965177903186351,0.020181818702853186,-1.6165519427484107,official,4047,1568
childhood,148,108,256,7.852362844953504e-05,0.00018954185277161083,0.25678955182182506,0.0052230614289854446,3.5531601483007611,short,516,5100
children,2813,701,3514,0.0014924795055982572,0.0012302670258601779,-0.045217757125539215,0.00039586260739001944,-2.2726720787865533,official,4632,984
children's,402,494,896,0.00021328715295076408,0.00086697847471459036,0.42966297175276047,0.0014904018017961795,11.1295151359703,short,66,5550
china,148,58,206,7.852362844953504e-05,0.0001017909950069762,0.067681207461175674,0.0066132986883303451,0.83226001340559919,short,1897,3719
chinese,25,31,56,1.3264126427286324e-05,5.4405531814073483e-05,0.43249236914948241,0.023840492995445543,2.8010498195920106,short,743,4873
chip,26,26,52,1.3794691484377777e-05,4.563044603761002e-05,0.36103112062143516,0.025641586749418965,2.2546139566604633,short,971,4642
chippewa,51,46,97,2.7058817911664101e-05,8.0730789143463881e-05,0.32666883813307557,0.013750324868981532,2.7858083023188747,short,751,4865
chiropractic,31,29,60,1.644751676983504e-05,5.0895497503488099e-05,0.33880862516352295,0.022225527155477171,2.2726283630558002,short,961,4655
chlorine,18,12,30,9.5501710276461537e-06,2.1060205863512314e-05,0.22749473802775988,0.044643418245721274,1.0766948500178013,short,1720,3892
choctaw,28,26,54,1.4855821598560682e-05,4.563044603761002e-05,0.33633824753073149,0.024695683060043938,2.1402560607869132,short,1032,4582
choice,443,454,897,0.00023504032029151366,0.00079677778850288259,0.36933670503902416,0.0014870224214288349,9.5777547442930562,short,84,5532
choices,60,60,120,3.1833903425487176e-05,0.00010530102931756158,0.36104134159495871,0.011111672236073981,3.4250524231521253,short,554,5062
choose,83,13,96,4.4036899738590594e-05,2.281522301880501e-05,-0.13501982862044493,0.014761465222523222,-1.1113038490944758,official,3388,2228
christopher,15,36,51,7.9584758563717939e-06,6.3180617590536954e-05,0.63729023858419609,0.02664632913381839,3.9040787778718213,short,446,5170
chronic,119,45,164,6.3137241793882905e-05,7.8975771988171179e-05,0.057914547817517814,0.0083188190334132876,0.63497529925396434,short,2033,3583
chronically,48,5,53,2.5467122740389743e-05,8.7750857764634652e-06,-0.1936582991919078,0.027142930516782904,-1.1754597045931279,official,3440,2175
church,38,41,79,2.0161472169475213e-05,7.195570336700041e-05,0.38635382853594713,0.01688090299539851,2.97363310520646,short,687,4929
cigarette,68,63,131,3.6078423882218804e-05,0.00011056608078343966,0.33559492656260659,0.010180325930901193,3.32609420364866,short,580,5036
cigarettes,110,5,115,5.8362156280059824e-05,8.7750857764634652e-06,-0.26759752830860961,0.012778338898570371,-2.3672542051676024,official,4694,922
cigars,32,5,37,1.6978081826926497e-05,8.7750857764634652e-06,-0.13541559514906076,0.038302838536691614,-0.69191572834611981,official,3033,2578
circuit,96,43,139,5.0934245480779486e-05,7.5465737677585801e-05,0.10545050057794114,0.0097503857715443582,1.0679176055678572,short,1733,3883
circuits,40,1,41,2.1222602283658118e-05,1.7550171552926931e-06,-0.29576101065615568,0.036155763926486194,-1.5554360152324913,official,3964,1652
circulating,39,8,47,2.0692037226566665e-05,1.4040137242341545e-05,-0.085992439073141469,0.029810286264865916,-0.49805487355354477,official,2875,2741
circulation,34,0,34,1.8039211941109402e-05,0,-0.33212830415240902,0.044118208161875186,-1.5812369534791584,official,3992,1614
circumstances,327,0,327,0.00017349477366890512,0,-0.33216647294556267,0.0045877171295168198,-4.9040792403662694,official,5335,280
circumvention,27,3,30,1.432525654146923e-05,5.2650514658780786e-06,-0.18552262563928679,0.047847451054511242,-0.84813986871307967,official,3149,2462
cities,135,49,184,7.1626282707346148e-05,8.599584060934196e-05,0.046874183657967805,0.0074272028699474291,0.54390252378356718,short,2105,3511
citizen,112,122,234,5.9423286394242729e-05,0.00021411209294570856,0.38955323962768418,0.0056997233274742468,5.1598839362888231,short,255,5361
citizens,873,247,1120,0.00046318329484083842,0.00043348923735729518,-0.016006471534274702,0.0012338463930356392,-0.45568534180679748,official,2828,2788
citizenship,125,94,219,6.6320632136431621e-05,0.00016497161259751314,0.26660905853844596,0.0061024260713161112,3.4129005855542567,short,558,5058
citrus,18,11,29,9.5501710276461537e-06,1.9305188708219622e-05,0.1997575522043018,0.046277156847273224,0.92858117074712854,short,1819,3798
city,259,52,311,0.00013741634978668631,9.126089207522004e-05,-0.090221553878356175,0.004509768067239941,-1.3434861667927018,official,3632,1984
civic,30,20,50,1.5916951712743588e-05,3.5100343105853861e-05,0.22749662185007402,0.026786275393339165,1.3900127610363571,short,1502,4113
civics,17,11,28,9.019605970554701e-06,1.9305188708219622e-05,0.2179249864106243,0.047863808965624685,0.99610105331182053,short,1776,3839
civil,1551,530,2081,0.00082290640354884352,0.00093015909230512726,0.030999486203802995,0.00065888699200906302,1.2076720880875873,short,1630,3986
civilian,473,142,615,0.00025095727200425723,0.00024921243605156238,-0.0017102974542080318,0.0022406828463699619,-0.0361311225323541,official,2518,3098
civilians,63,3,66,3.3425598596761534e-05,5.2650514658780786e-06,-0.26468950820155612,0.022245252717802422,-1.7746718275874593,official,4219,1396
claim,133,25,158,7.0565152593163243e-05,4.3875428882317324e-05,-0.10282036192586119,0.0089014681223417904,-1.0898037746462101,official,3369,2247
claimants,51,8,59,2.7058817911664101e-05,1.4040137242341545e-05,-0.13476763750211695,0.024016843334127597,-0.86961626216632848,official,3174,2442
claiming,27,0,27,1.432525654146923e-05,0,-0.33212739237824884,0.055556116657098385,-1.4090900724452342,official,3751,1844
claims,1301,285,1586,0.00069026513927598031,0.00050017988925841745,-0.072768243093511487,0.00088141532297939364,-2.4510467304851957,official,4742,874
clarification,52,348,400,2.7589382968755554e-05,0.00061074597004185716,0.86488728947304772,0.0035498489777799282,14.51625458176226,short,36,5580
clarify,1665,1,1666,0.00088339082005726923,1.7550171552926931e-06,-0.33144022919503069,0.00090065162620470065,-11.044010270757774,official,5562,54
clarifying,68,4,72,3.6078423882218804e-05,7.0200686211707723e-06,-0.24989291118932222,0.020301312991166678,-1.7538476817928965,official,4193,1423
clarity,14,12,26,7.4279107992803412e-06,2.1060205863512314e-05,0.30973335726715945,0.051316350575686162,1.367288302310427,short,1515,4100
clark,89,43,132,4.7220290081139317e-05,7.5465737677585801e-05,0.12765351183612772,0.010239733718707511,1.2615034294491592,short,1600,4015
class,239,127,366,0.00012680504864485726,0.000222887178722172,0.15632761210129686,0.003681851309670762,2.5763364102831585,short,838,4778
classes,33,0,33,1.7508646884017949e-05,0,-0.33212817389864746,0.04545510655738156,-1.5578096061599955,official,3966,1643
classification,101,16,117,5.358707076623675e-05,2.8080274484683089e-05,-0.13312889163908537,0.012106514077626139,-1.2099370081609258,official,3476,2140
classified,79,24,103,4.1914639510224784e-05,4.2120411727024629e-05,0.0012037548772312334,0.013369082361811141,0.010410875677777509,short,2490,3126
classify,36,0,36,1.9100342055292307e-05,0,-0.33212856466023766,0.041667227770149411,-1.6270800693544627,official,4058,1553
classroom,40,47,87,2.1222602283658118e-05,8.2485806298756569e-05,0.41469105874546131,0.015337263432314112,3.3485033133158013,short,576,5040
classrooms,15,25,40,7.9584758563717939e-06,4.3875428882317324e-05,0.52808620717216748,0.033566994672184082,2.882362472000592,short,721,4895
clause,31,4,35,1.644751676983504e-05,7.0200686211707723e-06,-0.16507210532958716,0.040793101896032878,-0.81729779120016122,official,3127,2488
clay,15,18,33,7.9584758563717939e-06,3.1590308795268477e-05,0.4216537283378905,0.040441737574436344,2.0967229141227177,short,1058,4556
clayton,176,8,184,9.3379450048095716e-05,1.4040137242341545e-05,-0.26760483316176931,0.0079866722469464496,-2.9944083259266252,official,4969,647
clean,719,589,1308,0.00038147627604875466,0.0010337051044673961,0.2949003341016363,0.0010210494507678785,9.2289411481717885,short,92,5524
clean-up,21,18,39,1.1141866198920512e-05,3.1590308795268477e-05,0.30973503063307284,0.034211087420930868,1.674583805434273,short,1326,4290
cleaner,14,13,27,7.4279107992803412e-06,2.281522301880501e-05,0.3363344699161317,0.049390805004712747,1.5133811727617199,short,1411,4205
cleanup,146,81,227,7.7462498335352135e-05,0.00014215638957870813,0.16956055173267792,0.0059282795434162537,2.2022188917299168,short,1002,4613
clear,81,51,132,4.2975769624407689e-05,8.9505874919927337e-05,0.20922871557691103,0.010159877682111681,2.0757595721647646,short,1074,4542
clearance,22,21,43,1.1672431256011964e-05,3.685536026114655e-05,0.34552530080030763,0.031010176490787644,1.9621298046415043,short,1136,4480
clearinghouse,99,57,156,5.2525940652053844e-05,0.0001000359778516835,0.18106358969037828,0.008616965440756694,1.9505359120317303,short,1142,4474
clearly,34,0,34,1.8039211941109402e-05,0,-0.33212830415240902,0.044118208161875186,-1.5812369534791584,official,3993,1615
climate,159,129,288,8.4359844077541027e-05,0.0002263972130327574,0.29158580562306469,0.0046357791651566727,4.282575312278464,short,379,5237
clinic,24,35,59,1.2733561370194872e-05,6.1425600435244251e-05,0.48548943333326733,0.022687051753832968,3.2232259513538661,short,604,5011
clinical,328,122,450,0.00017402533872599657,0.00021411209294570856,0.053445615032279292,0.0030341599915481997,0.97027052920931711,short,1797,3819
clinics,57,9,66,3.0242208254212821e-05,1.5795154397634238e-05,-0.13367648361153073,0.021463975744601578,-0.912430782125217,official,3200,2417
cloning,48,49,97,2.5467122740389743e-05,8.599584060934196e-05,0.36791104428295185,0.013746427912017547,3.1379635573053277,short,636,4980
close,80,24,104,4.2445204567316236e-05,4.2120411727024629e-05,-0.0018822684497372677,0.01324784372818536,-0.016353434072483703,official,2506,3110
closed,79,1,80,4.1914639510224784e-05,1.7550171552926931e-06,-0.31344160181170899,0.0186355483014695,-2.2960722535182381,official,4645,971
closing,96,46,142,5.0934245480779486e-05,8.0730789143463881e-05,0.12520190942370846,0.0095213907373571972,1.2831007482176242,short,1582,4032
closings,26,4,30,1.3794691484377777e-05,7.0200686211707723e-06,-0.13796952428782028,0.04726946866543956,-0.63458938986527802,official,2977,2634
closure,123,55,178,6.5259502022248716e-05,9.6525943541098119e-05,0.10495917006647204,0.0076146657669594843,1.2028042812661277,short,1632,3984
closures,49,3,52,2.5997687797481196e-05,5.2650514658780786e-06,-0.24676911646552746,0.028083369387928263,-1.4725369456150512,official,3846,1770
clothing,22,3,25,1.1672431256011964e-05,5.2650514658780786e-06,-0.15692135954359543,0.056991442560246977,-0.65732059118661734,official,3005,2607
clubs,53,3,56,2.8119948025847007e-05,5.2650514658780786e-06,-0.25279274420107356,0.026124025576940768,-1.564028109963332,official,3975,1641
coal,515,251,766,0.00027324100440209828,0.00044050930597846593,0.13028047539016452,0.0017644855690235398,3.1014892429968919,short,648,4968
coast,349,232,581,0.00018516720492491709,0.00040716398002790479,0.22662434032587164,0.002305842351357325,4.7194538881272239,short,303,5313
coastal,512,273,785,0.00027164930923082394,0.00047911968339490519,0.15740068224673731,0.0017167508875832399,3.7988572134261669,short,469,5147
cobra,48,25,73,2.5467122740389743e-05,4.3875428882317324e-05,0.15020475730830007,0.018469105555434105,1.1052505920761628,short,1698,3917
cocaine,87,28,115,4.6159159966956405e-05,4.9140480348195404e-05,0.015600969765568351,0.011944063164597715,0.14274981348704582,short,2398,3218
code,21108,127,21235,0.01119916722508639,0.000222887178722172,-0.32588363375760121,7.099446935144316e-05,-38.676778346275817,official,5611,5
codes,31,3,34,1.644751676983504e-05,5.2650514658780786e-06,-0.20244879753446732,0.042412203514862724,-0.98303681644785201,official,3271,2345
codify,102,0,102,5.4117635823328202e-05,0,-0.33213716165002261,0.014706443470650379,-2.7388209486183515,official,4861,753
cohort,18,7,25,9.5501710276461537e-06,1.2285120087048851e-05,0.065559763502996304,0.054506375054993665,0.28081074914955623,short,2309,3304
coin,111,473,584,5.8892721337151277e-05,0.00083012311445344379,0.78049082564085026,0.0023854839628569247,15.980102176403594,short,28,5588
coinage,26,15,41,1.3794691484377777e-05,2.6325257329390394e-05,0.18168545254724222,0.032783077096875037,1.0034489837397702,short,1774,3841
coins,495,21,516,0.0002626297032602692,3.685536026114655e-05,-0.27172925706187812,0.0028518782845510771,-5.0882789032724833,official,5353,263
coinsurance,42,7,49,2.2283732397841024e-05,1.2285120087048851e-05,-0.12448696544757354,0.028846714952832274,-0.732952277989942,official,3069,2547
cola,10,49,59,5.3056505709145295e-06,8.599584060934196e-05,0.80906783693804485,0.023752573993643038,5.2496409051034796,short,245,5371
cold,38,27,65,2.0161472169475213e-05,4.7385463192902708e-05,0.24808957729252334,0.020578864192720685,1.7294094134281215,short,1289,4328
collaboration,29,24,53,1.5386386655652135e-05,4.2120411727024629e-05,0.29811604274364534,0.025182696046728924,1.8785996447495774,short,1181,4435
collaborative,49,22,71,2.5997687797481196e-05,3.8610377416439245e-05,0.10613415177331831,0.019086582617640249,0.76822965045027858,short,1942,3674
collateral,46,6,52,2.4405992626206838e-05,1.0530102931756157e-05,-0.16350456965933624,0.027446022050266739,-0.98693872732802834,official,3278,2336
collect,151,0,151,8.0115323620809392e-05,0,-0.33214354455416206,0.009934335962708837,-3.3323943888542185,official,5045,571
collected,158,0,158,8.3829279020449567e-05,0,-0.3321444564178222,0.0094942320158566684,-3.4087652041284784,official,5078,537
collecting,60,0,60,3.1833903425487176e-05,0,-0.33213169078637605,0.025000561108655915,-2.100561679280875,official,4510,1104
collection,631,154,785,0.00033478655102470682,0.0002702726419150747,-0.049768332861606979,0.0017717386892071466,-1.1823696096275194,official,3450,2166
collections,28,16,44,1.4855821598560682e-05,2.8080274484683089e-05,0.17870499476081569,0.030556116661662244,1.0223217754487497,short,1762,3854
collective,106,27,133,5.6239896051694013e-05,4.7385463192902708e-05,-0.040268605543769098,0.010434661544319709,-0.39420979153550079,official,2788,2828
collectively,35,0,35,1.8569776998200855e-05,0,-0.33212843440627182,0.042857703960410054,-1.6043222548468057,official,4023,1579
collectors,26,0,26,1.3794691484377777e-05,0,-0.33212726212521027,0.057692868793634985,-1.3827493339984507,official,3695,1909
college,321,345,666,0.00017031138332635639,0.0006054809185759791,0.38515534589879508,0.0020028521681372206,8.6062009564960551,short,99,5517
colleges,124,26,150,6.5790067079340162e-05,4.563044603761002e-05,-0.081625755729847427,0.0093320143478325852,-0.84496654916001501,official,3148,2468
collegiate,31,40,71,1.644751676983504e-05,7.0200686211707722e-05,0.44559388946003153,0.018813491690912423,3.2486619639664274,short,597,5020
color,124,6,130,6.5790067079340162e-05,1.0530102931756157e-05,-0.2636696429725589,0.011290510174568577,-2.4814375388926067,official,4754,862
colorado,362,109,471,0.00019206455066710597,0.00019129686992690352,-0.00098242214566646169,0.002925179326502866,-0.018164435093308694,official,2508,3108
colorectal,60,34,94,3.1833903425487176e-05,5.9670583279951563e-05,0.17610780047517949,0.014306567611402879,1.4723493437484065,short,1441,4175
columbia,1087,482,1569,0.00057672421705840936,0.00084591826885107798,0.1025956805209951,0.00086463452580792419,3.489094962783609,short,532,5084
combat,599,99,698,0.00031780846919778034,0.00017374669837397661,-0.12596657673432432,0.0020262764192013694,-2.7983754490433181,official,4888,728
combat-related,43,5,48,2.2814297454932476e-05,8.7750857764634652e-06,-0.17954773458961704,0.029857496623663306,-1.0390901642682941,official,3318,2299
combating,58,45,103,3.077277331130427e-05,7.8975771988171179e-05,0.27684304779224256,0.012968498001435267,2.4310214009005211,short,901,4715
combination,21,4,25,1.1141866198920512e-05,7.0200686211707723e-06,-0.1003232734100532,0.056222450156808892,-0.42310368722471836,official,2803,2810
combine,43,0,43,2.2814297454932476e-05,0,-0.33212947644089397,0.034884282035224132,-1.7782488084112784,official,4225,1382
combined,128,33,161,6.7912327307705986e-05,5.7915566124658867e-05,-0.037547678372520821,0.0086154079199973668,-0.40452481370004462,official,2791,2825
combustion,26,5,31,1.3794691484377777e-05,8.7750857764634652e-06,-0.09851025669720137,0.045322198529586702,-0.46272819878141747,official,2841,2772
command,24,7,31,1.2733561370194872e-05,1.2285120087048851e-05,-0.0087238306193633264,0.044498168758300961,-0.0413557741979097,official,2523,3093
commemorate,110,0,110,5.8362156280059824e-05,0,-0.33213820373990899,0.01363692475579731,-2.8442031330875532,official,4915,702
commemorating,27,5,32,1.432525654146923e-05,8.7750857764634652e-06,-0.10559758883273496,0.043976740672301576,-0.50354986346376762,official,2883,2727
commemoration,358,55,413,0.00018994229043874016,9.6525943541098119e-05,-0.13821970959239316,0.0034343301858201386,-2.3585709906669399,official,4684,932
commemorative,105,414,519,5.5709330994602561e-05,0.00072657710229117494,0.76344286842939724,0.0026749366946649884,14.76113623045387,short,34,5582
commence,26,0,26,1.3794691484377777e-05,0,-0.33212726212521027,0.057692868793634985,-1.3827493339984507,official,3696,1910
commencing,25,0,25,1.3264126427286324e-05,0,-0.33212713187227472,0.060000561101111738,-1.3558969980891018,official,3645,1949
comment,27,2,29,1.432525654146923e-05,3.5100343105853862e-06,-0.23034383637063449,0.050115768475358251,-1.0289384549959946,official,3309,2304
commerce,2025,176,2201,0.0010743942406101924,0.00030888301933151396,-0.21458151942262393,0.00065789032306383106,-8.3659558234431355,official,5512,104
commercial,1142,221,1363,0.00060590529519843927,0.00038785879131968517,-0.097365694664863334,0.0010310761302170033,-3.0322192481425234,official,4980,636
commercialization,73,63,136,3.8731249167676067e-05,0.00011056608078343966,0.31201151373099734,0.0098103757519365977,3.1501250886283585,short,629,4987
commercially,43,0,43,2.2814297454932476e-05,0,-0.33212947644089397,0.034884282035224132,-1.7782488084112784,official,4226,1383
commissary,21,10,31,1.1141866198920512e-05,1.755017155292693e-05,0.12335322631825107,0.043621574236175492,0.5906087076735369,short,2063,3550
commission,4398,1349,5747,0.0023334251210882103,0.0023675181424898427,0.0035819659727795994,0.00024005760234615997,0.23118716739534234,short,2342,3274
commission's,30,0,30,1.5916951712743588e-05,0,-0.33212778313798452,0.050000561102189471,-1.4853122665294169,official,3864,1739
commissioned,32,9,41,1.6978081826926497e-05,1.5795154397634238e-05,-0.017413421148598118,0.033699191242052777,-0.094858087561978929,official,2562,3054
commissioner,189,0,189,0.00010027679579028461,0,-0.33214849473190888,0.0079370690729713318,-3.728225810050958,official,5159,457
commissioners,38,3,41,2.0161472169475213e-05,5.2650514658780786e-06,-0.22423857060650043,0.035386061680103144,-1.1920492567624139,official,3463,2149
commissions,118,19,137,6.2606676736791446e-05,3.3345325950561165e-05,-0.13039141680097366,0.010332386164029502,-1.2827696902117327,official,3560,2056
commit,49,0,49,2.5997687797481196e-05,0,-0.33213025797119045,0.030612806004244052,-1.8982651433736926,official,4357,1253
commitment,85,50,135,4.50980298527735e-05,8.7750857764634649e-05,0.18776205528398293,0.0099514210784939858,1.8821978757862095,short,1179,4437
commitments,45,4,49,2.3875427569115385e-05,7.0200686211707723e-06,-0.21198370170353975,0.029506783507152065,-1.2340749490590592,official,3508,2108
committed,159,5,164,8.4359844077541027e-05,8.7750857764634652e-06,-0.28674886010283096,0.0090136961268670046,-3.0203011200782486,official,4973,643
committee,603,138,741,0.00031993072942614612,0.00024219236743039163,-0.063616408418356585,0.0018822653100537652,-1.4663198960162007,official,3843,1773
committees,274,7,281,0.00014537482564305811,1.2285120087048851e-05,-0.29501700494453864,0.0052745851807144348,-4.0621213627458861,official,5226,390
commodities,561,35,596,0.00029764699702830512,6.1425600435244251e-05,-0.24531456429131815,0.0024496515151573939,-4.9564551391232357,official,5342,274
commodity,349,118,467,0.00018516720492491709,0.00020709202432453777,0.028226180674185031,0.0029354531085153852,0.52097219312950294,short,2131,3485
common,405,135,540,0.00021487884812203845,0.00023692731596451356,0.02455648230696994,0.0025402437594148888,0.48722375899589104,short,2170,3446
commonly,281,0,281,0.00014908878104269828,0,-0.33216047998945086,0.0053386394481117622,-4.5460338356147973,official,5298,318
commonsense,1,33,34,5.3056505709145302e-07,5.7915566124658867e-05,1.0103819507404079,0.04349736281066395,4.8445575116099731,short,289,5327
commonwealth,165,13,178,8.7543234420089743e-05,2.281522301880501e-05,-0.22444960558182281,0.0081516151241076088,-2.4859764681416596,official,4757,859
communication,127,36,163,6.7381762250614527e-05,6.3180617590536954e-05,-0.015553824700841545,0.0084739626230923796,-0.16896390101276762,official,2615,3001
communications,1850,417,2267,0.00098154535561918808,0.00073184215375705301,-0.066854575561922758,0.00061603516181739295,-2.6935707373116027,official,4841,775
communist,23,5,28,1.2202996313103419e-05,8.7750857764634652e-06,-0.074295607819795606,0.04991143454232469,-0.33255471817857624,official,2734,2878
communities,1097,322,1419,0.00058202986762932393,0.00056511552400424715,-0.0071915278374241609,0.0009724002384456751,-0.23062088667666419,official,2672,2944
community,1902,1360,3262,0.0010091347385879435,0.0023868233311980626,0.25047801783795176,0.00041056676660530849,12.361686391751837,short,50,5566
community-based,171,42,213,9.0726624762638459e-05,7.3710720522293099e-05,-0.048359880107682329,0.0065262964381164103,-0.59862081966984493,official,2952,2664
commuter,39,62,101,2.0692037226566665e-05,0.00010881106362814697,0.51315271676082475,0.013278387588990189,4.4532180617872257,short,342,5274
compact,92,79,171,4.8811985252413675e-05,0.00013864635526812275,0.31035224600164035,0.0078028425058464723,3.5134070801164783,short,526,5090
compacts,49,4,53,2.5997687797481196e-05,7.0200686211707723e-06,-0.22090289945418817,0.027348342325122212,-1.3357830013955108,official,3619,1993
companies,700,11,711,0.00037139553996401708,1.9305188708219622e-05,-0.30909196827472485,0.0020943200227092566,-6.7540799578483783,official,5468,148
company,315,134,449,0.00016712799298380769,0.00023517229880922085,0.090659409681798309,0.0030247275898234289,1.6484271278401257,short,1348,4268
comparability,35,28,63,1.8569776998200855e-05,4.9140480348195404e-05,0.28692283793241735,0.021193653732540885,1.9708891585287749,short,1133,4483
comparable,72,1,73,3.8200684110584615e-05,1.7550171552926931e-06,-0.31165429167447023,0.020410626349165763,-2.1814484049792728,official,4573,1043
comparative,35,9,44,1.8569776998200855e-05,1.5795154397634238e-05,-0.038133315101498866,0.031526713482116282,-0.21476584356155459,official,2659,2956
compassionate,14,52,66,7.4279107992803412e-06,9.126089207522004e-05,0.74970187581791237,0.020975137384059366,5.176499667505567,short,252,5364
compensate,109,0,109,5.7831591222968371e-05,0,-0.33213807347831192,0.013762029009126372,-2.8312448396119541,official,4903,708
compensating,25,0,25,1.3264126427286324e-05,0,-0.33212713187227472,0.060000561101111738,-1.3558969980891018,official,3646,1950
compensation,2168,951,3119,0.0011502650437742699,0.0016690213146833511,0.099542841986080433,0.00043540524949119998,4.7704923685937235,short,296,5320
compensatory,40,3,43,2.1222602283658118e-05,5.2650514658780786e-06,-0.22917982387322411,0.033787884311027187,-1.2467973831451589,official,3528,2087
compete,44,19,63,2.3344862512023929e-05,3.3345325950561165e-05,0.094916172892869355,0.021541477454113691,0.64669942587403328,short,2022,3593
competition,667,526,1193,0.00035388689307999915,0.0009231390236839565,0.28232936108792295,0.0011199293572135009,8.4364693054604896,short,102,5514
competitive,527,158,685,0.00027960778508719569,0.00027729271053624551,-0.0020374721443676691,0.0020118833809492443,-0.045424512836334099,official,2527,3089
competitiveness,318,258,576,0.00016871968815508205,0.00045279442606551481,0.29162068748606274,0.0023181702344627925,6.0568339413849932,short,184,5432
complaints,69,0,69,3.6608988939310257e-05,0,-0.33213286309898749,0.021739691545378491,-2.2526056048650052,official,4616,1000
complement,29,0,29,1.5386386655652135e-05,0,-0.33212765288463508,0.051724699033008407,-1.4603469575681074,official,3830,1778
complete,198,25,223,0.00010505188130410769,4.3875428882317324e-05,-0.16819580230959197,0.0064081161218287955,-2.1011156923094561,official,4513,1103
completed,31,0,31,1.644751676983504e-05,0,-0.33212791339143699,0.048387657876598558,-1.5098648555654945,official,3895,1693
completing,29,0,29,1.5386386655652135e-05,0,-0.33212765288463508,0.051724699033008407,-1.4603469575681074,official,3831,1779
completion,75,47,122,3.9792379281858973e-05,8.2485806298756569e-05,0.20772877265497591,0.010993863019956324,1.9811688657314714,short,1125,4491
complex,71,30,101,3.7670119053493162e-05,5.2650514658780788e-05,0.088729829108503466,0.013448102393812021,0.76513689023208697,short,1948,3668
compliance,480,214,694,0.0002546712274038974,0.00037557367123263629,0.10412537243557729,0.0019536715996778375,2.3557586050636412,short,928,4688
comply,199,0,199,0.00010558244636119913,0,-0.33214979743501338,0.0075382495808301881,-3.8255927506691596,official,5183,433
complying,63,0,63,3.3425598596761534e-05,0,-0.33213208155631868,0.023810084918826378,-2.1524365355429511,official,4549,1061
component,235,12,247,0.00012468278841649145,2.1060205863512314e-05,-0.2601181885529229,0.0059362538073259915,-3.3760936911639892,official,5063,553
components,325,2,327,0.0001724336435547222,3.5100343105853862e-06,-0.32300498121435872,0.0045738171754264173,-4.7760604981367916,official,5316,300
composed,37,0,37,1.963090711238376e-05,0,-0.33212869491431007,0.040541101644238832,-1.6495239516689466,official,4082,1524
composition,37,0,37,1.963090711238376e-05,0,-0.33212869491431007,0.040541101644238832,-1.6495239516689466,official,4083,1525
compositions,29,0,29,1.5386386655652135e-05,0,-0.33212765288463508,0.051724699033008407,-1.4603469575681074,official,3832,1780
compounds,28,2,30,1.4855821598560682e-05,3.5100343105853862e-06,-0.23368658812023924,0.04849194041264674,-1.0612043130292073,official,3341,2275
comprehensive,1729,871,2600,0.0009173469837111222,0.0015286199422599356,0.14027969811248564,0.00051966334845999953,6.1536639932638222,short,180,5436
compressed,19,18,37,1.0080736084737606e-05,3.1590308795268477e-05,0.34301008001863487,0.036039522143671329,1.8068303246016413,short,1233,4380
comptroller,237,2,239,0.00012574391853067436,3.5100343105853862e-06,-0.31962762623677321,0.0062507790768501527,-4.0427532466992018,official,5218,398
compulsory,59,20,79,3.1303338368395723e-05,3.5100343105853861e-05,0.028890402125250958,0.017347948026480191,0.21934590486789668,short,2358,3258
computation,193,5,198,0.00010239905601865042,8.7750857764634652e-06,-0.29450126185514947,0.007484214270102171,-3.4041920536649033,official,5076,540
compute,43,0,43,2.2814297454932476e-05,0,-0.33212947644089397,0.034884282035224132,-1.7782488084112784,official,4227,1384
computer,297,129,426,0.00015757782195616153,0.0002263972130327574,0.096599094240955807,0.0031854888610689863,1.7115319427138442,short,1305,4311
computers,79,3,82,4.1914639510224784e-05,5.2650514658780786e-06,-0.27773880104792603,0.017976447120143287,-2.0714985117272846,official,4488,1128
computing,106,20,126,5.6239896051694013e-05,3.5100343105853861e-05,-0.10211263486861277,0.011160221020086498,-0.96659175186301916,official,3259,2357
concealed,67,14,81,3.5547858825127351e-05,2.4570240174097702e-05,-0.082314772209025833,0.017283633660200092,-0.62612386066360526,official,2971,2645
concentrated,25,13,38,1.3264126427286324e-05,2.281522301880501e-05,0.14971655607988765,0.035481420114915507,0.79482099727693079,short,1922,3693
concentration,49,4,53,2.5997687797481196e-05,7.0200686211707723e-06,-0.22090289945418817,0.027348342325122212,-1.3357830013955108,official,3620,1994
concern,43,3,46,2.2814297454932476e-05,5.2650514658780786e-06,-0.23579707494997848,0.031644679427292786,-1.3255254273740089,official,3605,2011
concerned,27,0,27,1.432525654146923e-05,0,-0.33212739237824884,0.055556116657098385,-1.4090900724452342,official,3752,1845
concerning,623,4,627,0.0003305420305679752,7.0200686211707723e-06,-0.32264910506654942,0.0023853472850082959,-6.6062446991591894,official,5459,157
concerns,637,1,638,0.00033796994136725555,1.7550171552926931e-06,-0.32985625768811566,0.0023498201857362483,-6.8046753884787545,official,5471,145
