token,official_count,short_count,pooled_count,official_normalized_rate,short_normalized_rate,log_odds_delta,variance,z_score,direction,short_rank,official_rank
disproportionate,42,1,43,2.3164298301009027e-05,1.8313274193666537e-06,-0.29650979345681705,0.03449256250017662,-1.5965271645048911,official,3958,1567
dispute,77,59,136,4.2467880218516549e-05,0.00010804831774263257,0.2736805197209069,0.0098236247247522005,2.7612644662740347,short,737,4789
disputes,116,37,153,6.3977585783739211e-05,6.7759114516566192e-05,0.014270675724194604,0.0089812139321166166,0.15058337163754151,short,2338,3188
disruption,51,7,58,2.8128076508368104e-05,1.2819291935566576e-05,-0.1550073070880913,0.024559511205638689,-0.98910480559555281,official,3214,2312
disseminate,40,0,40,2.2061236477151454e-05,0,-0.33119552989048628,0.037500583889789808,-1.7102730473778192,official,4097,1420
disseminating,25,0,25,1.3788272798219658e-05,0,-0.33119350268180803,0.060000583886289226,-1.3520852339749585,official,3599,1924
dissemination,191,26,217,0.00010534240417839818,4.7614512903532995e-05,-0.1562628211187338,0.0065667906622923437,-1.9283198624320721,official,4317,1209
distance,34,8,42,1.8752051005578734e-05,1.4650619354933229e-05,-0.056754283361103219,0.033158478627586939,-0.31167455360946644,official,2674,2853
distilled,34,14,48,1.8752051005578734e-05,2.5638583871133151e-05,0.082373881751271583,0.028324738101795321,0.48944802510890578,short,2105,3421
distinct,42,0,42,2.3164298301009027e-05,0,-0.33119580018686889,0.03571486960454226,-1.7525091193635514,official,4140,1379
distress,24,1,25,1.3236741886290871e-05,1.8313274193666537e-06,-0.27176949832468722,0.05887028561319485,-1.1200892813165559,official,3345,2176
distressed,109,16,125,6.0116869400237707e-05,2.9301238709866458e-05,-0.14461171973712617,0.011366286765668379,-1.3564200052758553,official,3615,1911
distribute,117,0,117,6.4529116695667999e-05,0,-0.33120593662261832,0.012821096728272929,-2.925065019759137,official,4873,654
distributed,53,6,59,2.9231138332225674e-05,1.0987964516199922e-05,-0.18215901519716837,0.02431377070777695,-1.1682196616253278,official,3386,2140
distributing,29,0,29,1.5994396445934803e-05,0,-0.33119404326834001,0.051724721818257192,-1.456241606872426,official,3776,1745
distribution,691,133,824,0.00038110786014279135,0.00024356654677576496,-0.097443983909474952,0.0017055821669501653,-2.3594930808877925,official,4626,900
distributions,160,0,160,8.8244945908605814e-05,0,-0.33121174846151469,0.0093755839177959658,-3.4206337042768666,official,5006,520
distributors,113,1,114,6.232299304795286e-05,1.8313274193666537e-06,-0.3180756558042841,0.013101522424646357,-2.7788784381615428,official,4814,712
district,1409,489,1898,0.00077710705490765999,0.00089551910807029371,0.035982008234497265,0.00072190912850786078,1.3391959642226381,short,1507,4019
districts,148,6,154,8.1626574965460382e-05,1.0987964516199922e-05,-0.27331345557651865,0.0095618421949075164,-2.7950541564203375,official,4820,706
diverse,31,8,39,1.7097458269792376e-05,1.4650619354933229e-05,-0.036391183403413407,0.035562893920439848,-0.19297348118277927,official,2593,2932
diversification,39,36,75,2.1509705565222665e-05,6.5927787097199531e-05,0.33529969370236223,0.017781522733725744,2.5144828740626566,short,840,4686
diversified,29,0,29,1.5994396445934803e-05,0,-0.33119404326834001,0.051724721818257192,-1.456241606872426,official,3777,1746
diversion,81,26,107,4.4674003866231695e-05,4.7614512903532995e-05,0.01586494245178649,0.012838529835664636,0.14001702756631682,short,2343,3183
diversity,139,50,189,7.6662796758101301e-05,9.1566370968332683e-05,0.04541065222182894,0.007233464833831524,0.5339302816351571,short,2067,3459
divestiture,13,19,32,7.1699018550742223e-06,3.4795220967966419e-05,0.48712696868609306,0.041830649248559622,2.3817428565851095,short,885,4642
divide,40,11,51,2.2061236477151454e-05,2.014460161303319e-05,-0.021768534618296087,0.027118627140103813,-0.13218900842652143,official,2534,2991
dividend,31,42,73,1.7097458269792376e-05,7.6915751613399453e-05,0.46251294369255547,0.018311620689352472,3.4179090291182304,short,548,4978
dividends,115,3,118,6.3426054871810423e-05,5.493982258099961e-06,-0.29330504746408259,0.012556892211656193,-2.6174503576950601,official,4748,778
division,118,20,138,6.5080647607596788e-05,3.6626548387333073e-05,-0.12063232756404574,0.010235947837932694,-1.1923387968415948,official,3419,2107
dmepos,13,12,25,7.1699018550742223e-06,2.1975929032399844e-05,0.33529243743584125,0.05334340038773288,1.4517218375206666,short,1419,4106
dna,147,77,224,8.1075044053531594e-05,0.00014101221129123232,0.15287994668133997,0.0060182608634041235,1.9706750508290161,short,1101,4425
doctors,32,12,44,1.7648989181721161e-05,2.1975929032399844e-05,0.056576467218141246,0.031015621485440681,0.32125180873222048,short,2221,3302
doctrine,25,0,25,1.3788272798219658e-05,0,-0.33119350268180803,0.060000583886289226,-1.3520852339749585,official,3600,1925
document,46,2,48,2.537042194872417e-05,3.6626548387333073e-06,-0.2693200395771651,0.030638881764119292,-1.538622979111598,official,3892,1633
documentation,33,9,42,1.8200520093649949e-05,1.6481946774299883e-05,-0.023705845424128569,0.032941760361394103,-0.1306116892701889,official,2533,2994
documents,108,22,130,5.9565338488308925e-05,4.028920322606638e-05,-0.086437819881494349,0.010781211952826967,-0.83247272372951153,official,3085,2440
dodd-frank,50,4,54,2.7576545596439316e-05,7.3253096774666146e-06,-0.22199579443680584,0.026857347819030632,-1.3546065939002299,official,3614,1912
does,208,5,213,0.00011471842968118756,9.1566370968332683e-06,-0.29620658285580603,0.0069630368058881979,-3.5497303239657447,official,5031,495
dog,62,30,92,3.4194916539584752e-05,5.493982258099961e-05,0.12903058222367036,0.014690811708738502,1.0645590607994539,short,1693,3832
dogs,69,3,72,3.8055632923086256e-05,5.493982258099961e-06,-0.26932269927590013,0.020426115812334566,-1.8844302342303809,official,4282,1244
doing,33,0,33,1.8200520093649949e-05,0,-0.33119458385665368,0.045455129342701649,-1.5534303183962435,official,3911,1616
dollar,153,68,221,8.438422952510431e-05,0.00012453026451693245,0.10413778526093509,0.006134588340085026,1.329583523856678,short,1513,4012
dollars,62,35,97,3.4194916539584752e-05,6.4096459677832885e-05,0.17586210405984026,0.013865649657086926,1.4934894308075606,short,1402,4124
domain,107,19,126,5.9013807576380137e-05,3.4795220967966419e-05,-0.11235358932379569,0.011188981128720491,-1.0621642514162539,official,3296,2231
domestic,1349,408,1757,0.0007440152001919328,0.00074718158710159474,0.001042469681204139,0.00078443558174815984,0.037220721767631276,short,2419,3107
domestically,48,0,48,2.6473483772581743e-05,0,-0.33119661107868836,0.031250583891656789,-1.8735134540177161,official,4275,1248
don't,18,24,42,9.9275564147181536e-06,4.3951858064799688e-05,0.45727557356113557,0.031818765709903232,2.5635178082637271,short,817,4709
donation,89,40,129,4.9086251161661981e-05,7.3253096774666146e-05,0.10736663065474872,0.010504899639618707,1.0475466458140503,short,1699,3827
donations,53,7,60,2.9231138332225674e-05,1.2819291935566576e-05,-0.16074216437308131,0.023775514551336804,-1.0424730811214284,official,3279,2245
donor,63,30,93,3.474644745151354e-05,5.493982258099961e-05,0.12429035288000101,0.014540921615059403,1.0307217829589936,short,1710,3816
donors,44,14,58,2.42673601248666e-05,2.5638583871133151e-05,0.013650698239620951,0.023693394352361393,0.088683173307442881,short,2377,3148
door,28,25,53,1.5442865534006018e-05,4.5783185484166341e-05,0.32422416309183255,0.025166775727208081,2.043767969244338,short,1065,4460
double,73,29,102,4.0261756570801403e-05,5.3108495161632956e-05,0.072371553801390931,0.013348457406574664,0.62640087674353839,short,1995,3531
douglas,19,8,27,1.047908732664694e-05,1.4650619354933229e-05,0.088664743681412972,0.050311142893455424,0.39529277027769427,short,2173,3348
downpayment,16,16,32,8.8244945908605804e-06,2.9301238709866458e-05,0.36196207406511505,0.041667250555566047,1.7732323509933461,short,1223,4303
dr,19,27,46,1.047908732664694e-05,4.9445840322899649e-05,0.47803877611610801,0.029083829414439714,2.8030918680362165,short,731,4794
draft,25,3,28,1.3788272798219658e-05,5.493982258099961e-06,-0.1743496849673285,0.051126572931603352,-0.77107713624863894,official,3032,2490
drainage,36,14,50,1.9855112829436307e-05,2.5638583871133151e-05,0.066494260784967452,0.027253490869722227,0.40278481854904535,short,2169,3357
dream,6,45,51,3.3091854715727179e-06,8.2409733871499421e-05,0.88327336288499225,0.027961110210893075,5.2822375459794069,short,233,5293
dredged,39,2,41,2.1509705565222665e-05,3.6626548387333073e-06,-0.25887383567882871,0.035756397843633617,-1.3690246824632681,official,3622,1903
drilling,94,21,115,5.1843905721305916e-05,3.8457875806699727e-05,-0.067725589911733053,0.012138214080261025,-0.61471724975898179,official,2905,2621
drink,39,35,74,2.1509705565222665e-05,6.4096459677832885e-05,0.32592755554495234,0.018024453348590312,2.4276721063535218,short,871,4655
drinking,320,138,458,0.00017648989181721163,0.00025272318387259819,0.09548988277009407,0.0029637833884769921,1.7540183414584638,short,1229,4297
drive,22,14,36,1.21336800624333e-05,2.5638583871133151e-05,0.21354036059258519,0.037241963200055635,1.1065312625256789,short,1656,3866
driver,43,62,105,2.3715829212937812e-05,0.00011354230000073253,0.48276060668656662,0.012745364617596499,4.2761771872186642,short,363,5163
driver's,37,15,52,2.0406643741365096e-05,2.7469911290499805e-05,0.078015036939032001,0.026161912084013965,0.48232922531771599,short,2110,3414
drivers,51,21,72,2.8128076508368104e-05,3.8457875806699727e-05,0.082374725510621971,0.018883353371395635,0.59945200935002863,short,2016,3509
driving,72,42,114,3.9710225658872614e-05,7.6915751613399453e-05,0.18607550709346832,0.011787184405901496,1.7138948438365393,short,1264,4263
dropout,29,19,48,1.5994396445934803e-05,3.4795220967966419e-05,0.22284886097103396,0.027912970014157823,1.3338512316393154,short,1508,4016
drought,92,75,167,5.074084389744834e-05,0.00013734955645249903,0.29408794455169662,0.0079938191899704431,3.2892740710604724,short,575,4951
drug,2957,1272,4229,0.0016308769065734212,0.0023294484774343837,0.094923745265422355,0.00032152955367794651,5.2937620514682022,short,230,5296
drug-free,51,43,94,2.8128076508368104e-05,7.8747079032766114e-05,0.3052166437776993,0.014196405702147519,2.5616453988064571,short,820,4706
drugs,1197,106,1303,0.0006601825015787572,0.0001941207064528653,-0.21156770521340462,0.0011103073991158726,-6.3493279357764871,official,5361,165
drunk,17,23,40,9.376025502789367e-06,4.2120530645433034e-05,0.46204853870775153,0.033417459413332309,2.5275565815840255,short,832,4694
dry,49,14,63,2.7025014684510531e-05,2.5638583871133151e-05,-0.012736732669047512,0.021916168311596356,-0.086035110330604556,official,2502,3022
dsh,27,16,43,1.4891334622077231e-05,2.9301238709866458e-05,0.19100278933672854,0.031235450719553661,1.0807265505124417,short,1678,3846
dual,60,15,75,3.3091854715727182e-05,2.7469911290499805e-05,-0.043509429213445472,0.018519102417392047,-0.31972266124384124,official,2679,2847
duck,13,24,37,7.1699018550742223e-06,4.3951858064799688e-05,0.56081692821409312,0.036394026513505366,2.9397206340476867,short,682,4844
dumping,71,36,107,3.9158694746943826e-05,6.5927787097199531e-05,0.14302469610098889,0.0126115684287205,1.2735807417315321,short,1555,3971
dunes,31,23,54,1.7097458269792376e-05,4.2120530645433034e-05,0.26311735350525467,0.024752302763826811,1.6724058883397706,short,1295,4230
duplication,46,8,54,2.537042194872417e-05,1.4650619354933229e-05,-0.11608137121115902,0.026129616151609844,-0.71811833388916047,official,2997,2530
duplicative,106,9,115,5.8462276664451348e-05,1.6481946774299883e-05,-0.2159343664941975,0.012589986914702976,-1.9244610583216755,official,4313,1213
durable,129,19,148,7.1147487638813432e-05,3.4795220967966419e-05,-0.14407554534699152,0.0095987161714998648,-1.4705632112059279,official,3801,1725
duration,40,0,40,2.2061236477151454e-05,0,-0.33119552989048628,0.037500583889789808,-1.7102730473778192,official,4098,1421
duties,232,2,234,0.00012795517156747842,3.6626548387333073e-06,-0.3184272313825236,0.0063837948175642254,-3.9853892121027461,official,5140,385
duty,752,49,801,0.00041475124577044733,8.9735043548966036e-05,-0.24083008354514845,0.0018209696618890203,-5.6436410167891538,official,5318,208
duty-free,41,0,41,2.2612767389080238e-05,0,-0.33119566503862252,0.036585949743681713,-1.7315198594889014,official,4121,1403
dwelling,71,0,71,3.9158694746943826e-05,0,-0.33119971953444782,0.021127344460404745,-2.278596908378792,official,4571,953
dwellings,25,2,27,1.3788272798219658e-05,3.6626548387333073e-06,-0.22199331323622573,0.053714111738336921,-0.95784600877510939,official,3189,2340
e,135,37,172,7.4456673110386148e-05,6.7759114516566192e-05,-0.02255808036535889,0.0080426019082985457,-0.25153814466225083,official,2632,2894
eagle,19,26,45,1.047908732664694e-05,4.7614512903532995e-05,0.46576294979481503,0.029710090934797134,2.7021717422359499,short,762,4765
earlier,57,0,57,3.1437261979940824e-05,0,-0.33119782742392978,0.02631637336744138,-2.0416178755799019,official,4401,1119
early,443,235,678,0.00024432819398445234,0.00043036194355116362,0.15676211184389111,0.0019879349651127157,3.5159283754810011,short,518,5008
earmark,20,23,43,1.1030618238575727e-05,4.2120530645433034e-05,0.40848469035702273,0.031025114916424776,2.319097911610545,short,914,4611
earmarks,23,9,32,1.2685210974362085e-05,1.6481946774299883e-05,0.068196868316151793,0.042572645972729348,0.33052103964474117,short,2214,3311
earn,67,8,75,3.6952571099228687e-05,1.4650619354933229e-05,-0.17503485820056142,0.019091030190657367,-1.2668052800617677,official,3495,2031
earned,270,39,309,0.0001489133462207723,7.1421769355299499e-05,-0.14716193179324577,0.0046012628900986684,-2.1694865230970617,official,4503,1023
earnings,317,78,395,0.00017483529908142526,0.000142843538710599,-0.047033306781194995,0.0035192432642961909,-0.79283145079766737,official,3055,2471
earth,65,31,96,3.584950927537111e-05,5.6771150000366263e-05,0.12474490469453414,0.014085779777006273,1.0510717618572039,short,1698,3828
earthquake,61,64,125,3.3643385627655964e-05,0.00011720495483946583,0.37797787436815078,0.010667933290560601,3.6595377603893966,short,483,5043
earthquakes,47,0,47,2.5921952860652958e-05,0,-0.33119647592977408,0.031915477508444694,-1.8538945757924572,official,4251,1274
ease,28,3,31,1.5442865534006018e-05,5.493982258099961e-06,-0.18922230062854517,0.046361501136127789,-0.87880713386516851,official,3117,2407
easement,27,9,36,1.4891334622077231e-05,1.6481946774299883e-05,0.025485209641853857,0.038095821984643723,0.13057184359030244,short,2349,3176
easements,31,0,31,1.7097458269792376e-05,0,-0.3311943135622748,0.048387680661882995,-1.5056203243148938,official,3846,1667
east,87,58,145,4.7983189337804412e-05,0.00010621699032326591,0.22843993401472851,0.0092370371198058441,2.376871381572899,short,887,4639
east-west,0,35,35,0,6.4096459677832885e-05,1.0551199431075986,0.042857726747902072,5.0966788172388977,short,256,5270
eastern,96,69,165,5.2946967545163486e-05,0.0001263615919362991,0.25277575487860915,0.008105505821200178,2.8076654321175427,short,729,4797
eating,35,25,60,1.9303581917507522e-05,4.5783185484166341e-05,0.25073790995587864,0.022291605567809843,1.6793813521481151,short,1290,4235
ebola,15,10,25,8.2729636789317955e-06,1.8313274193666537e-05,0.22842812411955826,0.053572012458328148,0.9869169154630365,short,1747,3778
ecological,35,15,50,1.9303581917507522e-05,2.7469911290499805e-05,0.09369507097713381,0.027149905160007409,0.56863368897938416,short,2037,3489
economic,2500,1053,3553,0.0013788272798219657,0.0019283877725930865,0.088897706538615395,0.00038290023029224538,4.5430523685138269,short,321,5205
economically,180,12,192,9.9275564147181539e-05,2.1975929032399844e-05,-0.23883574644592365,0.0075907167533216932,-2.7413086404424356,official,4799,727
economies,46,15,61,2.537042194872417e-05,2.7469911290499805e-05,0.019862076786887783,0.02250427302497169,0.13240127353281317,short,2345,3178
economy,688,185,873,0.00037945326740700499,0.00033879557258283095,-0.026999217775629525,0.0015863786700653386,-0.67787208671841448,official,2972,2554
ecosystem,48,51,99,2.6473483772581743e-05,9.3397698387699343e-05,0.38217616321742653,0.013469971661774187,3.2929129881230272,short,573,4953
ecosystems,80,7,87,4.4122472954302907e-05,1.2819291935566576e-05,-0.21274964425318466,0.016626905725622039,-1.6499209056322661,official,4032,1494
edison,29,11,40,1.5994396445934803e-05,2.014460161303319e-05,0.059677201587906126,0.034101180650904499,0.32316457079143812,short,2219,3306
educate,62,25,87,3.4194916539584752e-05,4.5783185484166341e-05,0.076512461474434801,0.015640564726829068,0.61179505011265534,short,2012,3515
educating,16,18,34,8.8244945908605804e-06,3.2963893548599766e-05,0.40118368471011578,0.039231353120257439,2.0254737498549114,short,1077,4449
education,6353,2833,9186,0.0035038758834835797,0.0051881505790657301,0.10550712723741018,0.00014814200932937777,8.6684746345925721,short,98,5428
educational,1930,385,2315,0.0010644546600225577,0.00070506105645616168,-0.090621139576458454,0.00060652607541669971,-3.6796353372302635,official,5069,457
educationally,36,4,40,1.9855112829436307e-05,7.3253096774666146e-06,-0.18458972013896435,0.035885751354148773,-0.97442067365905649,official,3197,2327
educator,20,26,46,1.1030618238575727e-05,4.7614512903532995e-05,0.44897739796017611,0.02904098793318103,2.6346248601871243,short,789,4737
educators,47,41,88,2.5921952860652958e-05,7.5084424194032807e-05,0.3165067293486068,0.015159929295398035,2.5705991537136095,short,811,4714
edward,25,4,29,1.3788272798219658e-05,7.3253096774666146e-06,-0.13052101225680879,0.04882213270901567,-0.59070692178118833,official,2894,2625
effect,491,7,498,0.00027080167775703407,1.2819291935566576e-05,-0.31024207319616082,0.0029919043627279879,-5.671877472912433,official,5320,206
effective,1011,105,1116,0.00055759775196000301,0.00019228937903349865,-0.19317483907267796,0.0012897307116044524,-5.3789937336204741,official,5293,233
effectively,160,16,176,8.8244945908605814e-05,2.9301238709866458e-05,-0.19767317568194187,0.0081851077320307646,-2.1849199967430786,official,4512,1014
effectiveness,453,41,494,0.00024984350310374023,7.5084424194032807e-05,-0.20911812044433375,0.0029257090858499824,-3.8661268251316487,official,5111,415
effects,342,4,346,0.00018862357187964492,7.3253096774666146e-06,-0.31394305745925877,0.0043112151906910274,-4.781355476122271,official,5238,288
efficacy,47,0,47,2.5921952860652958e-05,0,-0.33119647592977408,0.031915477508444694,-1.8538945757924572,official,4252,1275
efficiencies,30,5,35,1.6545927357863591e-05,9.1566370968332683e-06,-0.12355256992935537,0.040385199273543497,-0.61480963961966373,official,2907,2617
efficiency,874,432,1306,0.00048203801702575923,0.00079113344516639438,0.13544298778909969,0.0010346738012114462,4.2107048370071691,short,381,5145
efficient,591,155,746,0.00032595476894991274,0.00028385575000183132,-0.032731581919346553,0.0018584051338133008,-0.75927097292066525,official,3020,2506
efficiently,49,14,63,2.7025014684510531e-05,2.5638583871133151e-05,-0.012736732669047512,0.021916168311596356,-0.086035110330604556,official,2503,3023
effort,85,12,97,4.6880127513946835e-05,2.1975929032399844e-05,-0.15070785095806727,0.014669401324935829,-1.2443131245307497,official,3480,2046
efforts,731,27,758,0.00040316909661994283,4.9445840322899649e-05,-0.27830595967994576,0.0019460610816314111,-6.308763872590756,official,5357,169
egg,64,34,98,3.5297978363442322e-05,6.2265132258466224e-05,0.15716925199594378,0.01374918098733148,1.3403838048631436,short,1505,4020
egypt,28,5,33,1.5442865534006018e-05,9.1566370968332683e-06,-0.11133218830208946,0.042709815985096398,-0.53871230467515263,official,2865,2661
ehr,24,2,26,1.3236741886290871e-05,3.6626548387333073e-06,-0.21786378474810419,0.055714869600930382,-0.92299528981652157,official,3157,2366
eisenhower,17,12,29,9.376025502789367e-06,2.1975929032399844e-05,0.24689081415788472,0.046129958225176765,1.1495117137519399,short,1626,3899
el,81,36,117,4.4674003866231695e-05,6.5927787097199531e-05,0.10413315535414469,0.01158703667288085,0.96739277040006399,short,1763,3763
elder,82,69,151,4.5225534778160477e-05,0.0001263615919362991,0.3045660316618104,0.0088378839589240421,3.2397188083161566,short,587,4939
elderly,578,230,808,0.00031878486709483849,0.00042120530645433035,0.07285604558753267,0.0016854759414247837,1.7746156878997199,short,1220,4306
elect,158,0,158,8.7141884084748238e-05,0,-0.33121147813886154,0.0094942548034051225,-3.399186062466018,official,5001,525
elected,86,1,87,4.7431658425875623e-05,1.8313274193666537e-06,-0.31400889753202144,0.017144567085265201,-2.3981629683495549,official,4645,883
election,1269,278,1547,0.00069989272723762984,0.00050910902258392973,-0.071827173662479815,0.00090364310052709639,-2.3894079764319334,official,4638,888
elections,644,162,806,0.00035518590728213841,0.00029667504193739788,-0.042144033646295043,0.0017232971021557352,-1.0152103136193582,official,3247,2279
elective,45,3,48,2.4818891036795385e-05,5.493982258099961e-06,-0.23882153927242733,0.030361115201137812,-1.3706123265902364,official,3627,1897
electoral,32,6,38,1.7648989181721161e-05,1.0987964516199922e-05,-0.10235018382866556,0.037013570902676284,-0.53199571478863428,official,2854,2671
electric,598,195,793,0.0003298154853334142,0.00035710884677649747,0.019868252372543971,0.0017316370874331083,0.47745366183475069,short,2116,3410
electrical,36,16,52,1.9855112829436307e-05,2.9301238709866458e-05,0.1041302618716422,0.026070102610144408,0.64491962133192526,short,1979,3546
electricity,257,79,336,0.00014174344436569808,0.00014467486612996565,0.0050418961359035563,0.0040965631587256794,0.078774211979438583,short,2383,3143
electrification,55,19,74,3.0334200156083247e-05,3.4795220967966419e-05,0.03474523842977284,0.018505210055423431,0.25541611021672989,short,2277,3249
electromagnetic,25,4,29,1.3788272798219658e-05,7.3253096774666146e-06,-0.13052101225680879,0.04882213270901567,-0.59070692178118833,official,2895,2626
electronic,590,194,784,0.00032540323803798395,0.00035527751935713085,0.021992576398333519,0.0017508810006904138,0.52559084790325072,short,2076,3450
elementary,1407,89,1496,0.00077600399308380241,0.00016298814032363217,-0.24335352400542209,0.00097597029837062231,-7.7896750121686296,official,5413,113
elements,34,4,38,1.8752051005578734e-05,7.3253096774666146e-06,-0.17704224420950965,0.037698996587979886,-0.91182608192065728,official,3140,2384
elephant,35,26,61,1.9303581917507522e-05,4.7614512903532995e-05,0.26352392100457145,0.02191150343650752,1.7802621365329547,short,1212,4315
eligibility,816,103,919,0.00045004922413388967,0.00018862672419476533,-0.16735294701602577,0.0015554265585824797,-4.2433476032551356,official,5178,348
eligible,1054,3,1057,0.0005813135811729408,5.493982258099961e-06,-0.32707696087262139,0.0014176894964142562,-8.686791403104829,official,5436,90
eliminate,1399,50,1449,0.0007715917457883721,9.1566370968332683e-05,-0.28002844693740059,0.0010188192249674722,-8.7731102290513725,official,5440,86
eliminating,170,19,189,9.376025502789367e-05,3.4795220967966419e-05,-0.18384170183928283,0.0075937915537508593,-2.1096708191389659,official,4454,1072
elimination,229,400,629,0.00012630057883169206,0.00073253096774666146,0.54384428128202611,0.0021379025155578097,11.761984885496885,short,57,5469
elk,22,7,29,1.21336800624333e-05,1.2819291935566576e-05,0.01365053023544327,0.04738620480268263,0.062708087793589579,short,2398,3127
embargo,64,14,78,3.5297978363442322e-05,2.5638583871133151e-05,-0.072083791002969022,0.017912402638030695,-0.53859299100246405,official,2863,2664
embassy,25,25,50,1.3788272798219658e-05,4.5783185484166341e-05,0.36196489650525443,0.02666725056031612,2.2165489864343821,short,968,4558
emergencies,157,51,208,8.659035317281945e-05,9.3397698387699343e-05,0.018889432796578731,0.0066013138205134637,0.23248970568779459,short,2287,3239
emergency,2350,1819,4169,0.0012960976430326479,0.0033311845758279431,0.27749310299825236,0.00032098339482274118,15.488555288039883,short,30,5496
emerging,67,33,100,3.6952571099228687e-05,6.0433804839099571e-05,0.13431812624769357,0.013507404850383807,1.1557094548391127,short,1623,3903
emigrate,34,0,34,1.8752051005578734e-05,0,-0.3311947190040101,0.044118230947213094,-1.576791820221908,official,3935,1583
emigration,38,36,74,2.095817465329388e-05,6.5927787097199531e-05,0.34394957042536234,0.01802006441940247,2.5622210910058856,short,819,4707
eminent,32,10,42,1.7648989181721161e-05,1.8313274193666537e-05,0.0091358446559510753,0.032744866635149653,0.050486712650914957,short,2406,3119
emission,64,34,98,3.5297978363442322e-05,6.2265132258466224e-05,0.15716925199594378,0.01374918098733148,1.3403838048631436,short,1506,4021
emissions,260,36,296,0.00014339803710148444,6.5927787097199531e-05,-0.15369525399772499,0.0048111932955874079,-2.215817837811457,official,4527,999
emotional,29,6,35,1.5994396445934803e-05,1.0987964516199922e-05,-0.083355186914060297,0.040015827791428177,-0.41669350100133673,official,2749,2774
emphasis,52,2,54,2.8679607420296889e-05,3.6626548387333073e-06,-0.27613647700525057,0.027291689014472917,-1.6715084360254828,official,4060,1466
employ,64,7,71,3.5297978363442322e-05,1.2819291935566576e-05,-0.18661440344267533,0.02022850412537194,-1.3120889458003973,official,3547,1980
employed,172,3,175,9.4863316851751247e-05,5.493982258099961e-06,-0.30560607322626332,0.0085004058299733912,-3.31468414049673,official,4977,549
employee,1441,591,2032,0.0007947560440893811,0.0010823145048456924,0.081327506310300279,0.00066976274531567188,3.1425121292836327,short,613,4913
employee's,44,4,48,2.42673601248666e-05,7.3253096774666146e-06,-0.20859195341924064,0.030100918340061469,-1.2022856911007151,official,3427,2097
employees,2862,444,3306,0.0015784814699401864,0.00081310937419879425,-0.13584954170743213,0.00042937845447823712,-6.5559865425899124,official,5371,155
employer,483,78,561,0.00026638943046160382,0.000142843538710599,-0.12898353757957537,0.002523383649212702,-2.5676903071527697,official,4727,799
employer's,26,2,28,1.4339803710148445e-05,3.6626548387333073e-06,-0.22583222468961317,0.051852435738963261,-0.99174799660655499,official,3215,2305
employer-provided,97,3,100,5.3498498457092274e-05,5.493982258099961e-06,-0.28652944721239315,0.014785463900033012,-2.3564150308239054,official,4621,905
employers,759,38,797,0.00041861196215394885,6.9590441935932839e-05,-0.26057047364448493,0.0018408623810984774,-6.0731574556388956,official,5345,181
employing,31,4,35,1.7097458269792376e-05,7.3253096774666146e-06,-0.16413843393333316,0.040793124681407868,-0.81267481123816721,official,3070,2456
employment,2289,1096,3385,0.0012624542574049919,0.0020071348516258526,0.1260916928983038,0.00039999172046352839,6.3046498947262712,short,173,5353
employment-based,33,0,33,1.8200520093649949e-05,0,-0.33119458385665368,0.045455129342701649,-1.5534303183962435,official,3912,1617
employment-related,24,1,25,1.3236741886290871e-05,1.8313274193666537e-06,-0.27176949832468722,0.05887028561319485,-1.1200892813165559,official,3346,2177
empower,105,17,122,5.7910745752522567e-05,3.1132566129233112e-05,-0.12852558973744976,0.011600114857893574,-1.1933242346743198,official,3420,2106
empowering,14,72,86,7.7214327670030089e-06,0.00013185557419439906,0.81941232177491763,0.016329697828970674,6.4122938490424106,short,166,5360
empowerment,80,303,383,4.4122472954302907e-05,0.00055489220806809604,0.75523280763600553,0.0036181371496941256,12.55562496798362,short,46,5480
enable,494,5,499,0.00027245627049282044,9.1566370968332683e-06,-0.31626187001469575,0.0029917603267784415,-5.7820711987535223,official,5324,202
enabling,61,30,91,3.3643385627655964e-05,5.493982258099961e-05,0.13387229980131821,0.014843994081861623,1.0987916184168489,short,1661,3865
enact,149,0,149,8.2178105877389157e-05,0,-0.33121026169243883,0.01006769800918835,-3.3009480828925608,official,4972,555
enacted,222,0,222,0.00012243986244819057,0,-0.33122012868460082,0.0067573406890236555,-4.0292926701318406,official,5144,382
enacting,56,1,57,3.0885731068012036e-05,1.8313274193666537e-06,-0.30499487113611856,0.02609152072628693,-1.888177595002515,official,4283,1243
enactment,184,0,184,0.00010148168779489668,0,-0.33121499236807495,0.0081527578364410068,-3.668239773943657,official,5064,462
encourage,2378,21,2399,0.001311540508566654,3.8457875806699727e-05,-0.31840039461914316,0.00062314398623064581,-12.754968583745041,official,5490,36
encouragement,37,42,79,2.0406643741365096e-05,7.6915751613399453e-05,0.40417125810734511,0.016885736366544866,3.1103225139958743,short,626,4900
encouraging,246,21,267,0.00013567660433448143,3.8457875806699727e-05,-0.21538213303584364,0.0054221239050659805,-2.9249938332924561,official,4871,655
encryption,25,6,31,1.3788272798219658e-05,1.0987964516199922e-05,-0.052477407766019724,0.04488475377222554,-0.24769825693781128,official,2627,2898
end,287,171,458,0.00015828937172356167,0.00031315698871169778,0.19274205009806877,0.0029326909962284864,3.5591256555859787,short,507,5019
